utc,jdut,x_km,y_km,z_km
2026-Apr-03 15:47:00.0000,2461134.157638889,-82066.22946323958,-136357.6503074944,-13163.22087430043
2026-Apr-03 15:48:00.0000,2461134.158333333,-82097.01735994883,-136461.0484867944,-13172.64278392615
2026-Apr-03 15:49:00.0000,2461134.159027778,-82127.77656401257,-136564.3986766649,-13182.06006561813
2026-Apr-03 15:50:00.0000,2461134.159722222,-82158.50712155062,-136667.7009351459,-13191.47272518094
2026-Apr-03 15:51:00.0000,2461134.160416667,-82189.20907855866,-136770.9553201428,-13200.88076840559
2026-Apr-03 15:52:00.0000,2461134.161111111,-82219.88248090899,-136874.1618894281,-13210.28420106945
2026-Apr-03 15:53:00.0000,2461134.161805556,-82250.52737435092,-136977.3207006408,-13219.68302893624
2026-Apr-03 15:54:00.0000,2461134.1625,-82281.14380451107,-137080.4318112873,-13229.07725775611
2026-Apr-03 15:55:00.0000,2461134.163194444,-82311.73181689411,-137183.4952787418,-13238.46689326572
2026-Apr-03 15:56:00.0000,2461134.163888889,-82342.29145688302,-137286.5111602466,-13247.85194118824
2026-Apr-03 15:57:00.0000,2461134.164583333,-82372.82276973955,-137389.479512913,-13257.23240723342
2026-Apr-03 15:58:00.0000,2461134.165277778,-82403.32580060483,-137492.400393721,-13266.60829709756
2026-Apr-03 15:59:00.0000,2461134.165972222,-82433.80059449955,-137595.2738595205,-13275.97961646367
2026-Apr-03 16:00:00.0000,2461134.166666667,-82464.24719632477,-137698.0999670309,-13285.34637100154
2026-Apr-03 16:01:00.0000,2461134.167361111,-82494.66565086196,-137800.8787728423,-13294.70856636763
2026-Apr-03 16:02:00.0000,2461134.168055556,-82525.05600277384,-137903.6103334156,-13304.06620820515
2026-Apr-03 16:03:00.0000,2461134.16875,-82555.41829660449,-138006.2947050827,-13313.41930214432
2026-Apr-03 16:04:00.0000,2461134.169444445,-82585.75257678004,-138108.9319440474,-13322.76785380198
2026-Apr-03 16:05:00.0000,2461134.170138889,-82616.05888760895,-138211.5221063855,-13332.1118687822
2026-Apr-03 16:06:00.0000,2461134.170833333,-82646.33727328246,-138314.0652480452,-13341.45135267577
2026-Apr-03 16:07:00.0000,2461134.171527778,-82676.58777787515,-138416.5614248477,-13350.78631106068
2026-Apr-03 16:08:00.0000,2461134.172222222,-82706.8104453453,-138519.0106924876,-13360.11674950184
2026-Apr-03 16:09:00.0000,2461134.172916667,-82737.0053195351,-138621.4131065332,-13369.44267355133
2026-Apr-03 16:10:00.0000,2461134.173611111,-82767.17244417156,-138723.7687224267,-13378.76408874838
2026-Apr-03 16:11:00.0000,2461134.174305555,-82797.31186286654,-138826.0775954853,-13388.08100061938
2026-Apr-03 16:12:00.0000,2461134.175,-82827.42361911721,-138928.3397809007,-13397.39341467801
2026-Apr-03 16:13:00.0000,2461134.175694444,-82857.50775630666,-139030.5553337406,-13406.70133642511
2026-Apr-03 16:14:00.0000,2461134.176388889,-82887.56431770416,-139132.7243089479,-13416.00477134898
2026-Apr-03 16:15:00.0000,2461134.177083333,-82917.59334646576,-139234.846761342,-13425.30372492513
2026-Apr-03 16:16:00.0000,2461134.177777778,-82947.59488563433,-139336.9227456188,-13434.59820261659
2026-Apr-03 16:17:00.0000,2461134.178472222,-82977.56897814047,-139438.9523163511,-13443.88820987374
2026-Apr-03 16:18:00.0000,2461134.179166667,-83007.51566680259,-139540.9355279894,-13453.17375213451
2026-Apr-03 16:19:00.0000,2461134.179861111,-83037.43499432731,-139642.8724348617,-13462.45483482437
2026-Apr-03 16:20:00.0000,2461134.180555556,-83067.32700331006,-139744.7630911742,-13471.73146335622
2026-Apr-03 16:21:00.0000,2461134.18125,-83097.19173623543,-139846.6075510119,-13481.00364313077
2026-Apr-03 16:22:00.0000,2461134.181944444,-83127.0292354775,-139948.4058683386,-13490.27137953619
2026-Apr-03 16:23:00.0000,2461134.182638889,-83156.83954330013,-140050.1580969975,-13499.53467794845
2026-Apr-03 16:24:00.0000,2461134.183333333,-83186.62270185772,-140151.8642907114,-13508.79354373122
2026-Apr-03 16:25:00.0000,2461134.184027778,-83216.37875319531,-140253.5245030836,-13518.04798223591
2026-Apr-03 16:26:00.0000,2461134.184722222,-83246.10773924903,-140355.1387875975,-13527.29799880176
2026-Apr-03 16:27:00.0000,2461134.185416667,-83275.80970184665,-140456.7071976177,-13536.54359875589
2026-Apr-03 16:28:00.0000,2461134.186111111,-83305.4846827076,-140558.2297863901,-13545.78478741326
2026-Apr-03 16:29:00.0000,2461134.186805556,-83335.13272344391,-140659.7066070419,-13555.02157007681
2026-Apr-03 16:30:00.0000,2461134.1875,-83364.75386556008,-140761.1377125828,-13564.25395203736
2026-Apr-03 16:31:00.0000,2461134.188194444,-83394.34815045384,-140862.5231559048,-13573.48193857383
2026-Apr-03 16:32:00.0000,2461134.188888889,-83423.91561941631,-140963.8629897826,-13582.70553495319
2026-Apr-03 16:33:00.0000,2461134.189583333,-83453.4563136325,-141065.1572668739,-13591.92474643041
2026-Apr-03 16:34:00.0000,2461134.190277778,-83482.97027418157,-141166.4060397205,-13601.13957824859
2026-Apr-03 16:35:00.0000,2461134.190972222,-83512.45754203736,-141267.6093607475,-13610.35003563909
2026-Apr-03 16:36:00.0000,2461134.191666667,-83541.91815806877,-141368.7672822647,-13619.5561238214
2026-Apr-03 16:37:00.0000,2461134.192361111,-83571.35216303995,-141469.8798564664,-13628.75784800329
2026-Apr-03 16:38:00.0000,2461134.193055556,-83600.75959761081,-141570.9471354321,-13637.9552133807
2026-Apr-03 16:39:00.0000,2461134.19375,-83630.14050233742,-141671.9691711263,-13647.14822513802
2026-Apr-03 16:40:00.0000,2461134.194444444,-83659.49491767237,-141772.9460153997,-13656.33688844794
2026-Apr-03 16:41:00.0000,2461134.195138889,-83688.82288396504,-141873.8777199888,-13665.52120847157
2026-Apr-03 16:42:00.0000,2461134.195833333,-83718.12444146212,-141974.7643365166,-13674.70119035841
2026-Apr-03 16:43:00.0000,2461134.196527778,-83747.3996303078,-142075.6059164932,-13683.87683924631
2026-Apr-03 16:44:00.0000,2461134.197222222,-83776.64849054438,-142176.4025113157,-13693.0481602619
2026-Apr-03 16:45:00.0000,2461134.197916667,-83805.87106211222,-142277.1541722686,-13702.21515852017
2026-Apr-03 16:46:00.0000,2461134.198611111,-83835.06738485066,-142377.8609505246,-13711.37783912467
2026-Apr-03 16:47:00.0000,2461134.199305556,-83864.23749849797,-142478.5228971445,-13720.53620716762
2026-Apr-03 16:48:00.0000,2461134.2,-83893.38144269183,-142579.1400630776,-13729.69026772988
2026-Apr-03 16:49:00.0000,2461134.200694445,-83922.4992569696,-142679.7124991624,-13738.84002588101
2026-Apr-03 16:50:00.0000,2461134.201388889,-83951.59098076892,-142780.2402561266,-13747.98548667927
2026-Apr-03 16:51:00.0000,2461134.202083333,-83980.65665342775,-142880.7233845876,-13757.12665517176
2026-Apr-03 16:52:00.0000,2461134.202777778,-84009.69631418507,-142981.1619350525,-13766.2635363941
2026-Apr-03 16:53:00.0000,2461134.203472222,-84038.71000218081,-143081.5559579191,-13775.39613537116
2026-Apr-03 16:54:00.0000,2461134.204166667,-84067.69775645659,-143181.9055034758,-13784.5244571164
2026-Apr-03 16:55:00.0000,2461134.204861111,-84096.65961595578,-143282.2106219021,-13793.64850663214
2026-Apr-03 16:56:00.0000,2461134.205555555,-84125.59561952403,-143382.4713632686,-13802.76828890989
2026-Apr-03 16:57:00.0000,2461134.20625,-84154.50580590965,-143482.6877775378,-13811.88380892992
2026-Apr-03 16:58:00.0000,2461134.206944444,-84183.39021376372,-143582.8599145642,-13820.99507166155
2026-Apr-03 16:59:00.0000,2461134.207638889,-84212.24888164058,-143682.9878240948,-13830.10208206316
2026-Apr-03 17:00:00.0000,2461134.208333333,-84241.08184799818,-143783.0715557692,-13839.20484508225
2026-Apr-03 17:01:00.0000,2461134.209027778,-84269.88915119841,-143883.11115912,-13848.30336565538
2026-Apr-03 17:02:00.0000,2461134.209722222,-84298.67082950746,-143983.1066835734,-13857.39764870823
2026-Apr-03 17:03:00.0000,2461134.210416667,-84327.426921096,-144083.058178449,-13866.48769915575
2026-Apr-03 17:04:00.0000,2461134.211111111,-84356.15746403974,-144182.9656929607,-13875.57352190206
2026-Apr-03 17:05:00.0000,2461134.211805556,-84384.86249631953,-144282.8292762167,-13884.65512184046
2026-Apr-03 17:06:00.0000,2461134.2125,-84413.54205582202,-144382.6489772197,-13893.73250385365
2026-Apr-03 17:07:00.0000,2461134.213194444,-84442.19618033961,-144482.4248448679,-13902.80567281361
2026-Apr-03 17:08:00.0000,2461134.213888889,-84470.82490757092,-144582.1569279542,-13911.87463358164
2026-Apr-03 17:09:00.0000,2461134.214583333,-84499.42827512132,-144681.8452751679,-13920.93939100845
2026-Apr-03 17:10:00.0000,2461134.215277778,-84528.00632050291,-144781.4899350936,-13929.99994993413
2026-Apr-03 17:11:00.0000,2461134.215972222,-84556.55908113516,-144881.0909562127,-13939.05631518822
2026-Apr-03 17:12:00.0000,2461134.216666667,-84585.08659434496,-144980.6483869029,-13948.10849158988
2026-Apr-03 17:13:00.0000,2461134.217361111,-84613.58889736718,-145080.1622754392,-13957.15648394756
2026-Apr-03 17:14:00.0000,2461134.218055556,-84642.06602734466,-145179.6326699934,-13966.20029705946
2026-Apr-03 17:15:00.0000,2461134.21875,-84670.51802132907,-145279.0596186354,-13975.23993571325
2026-Apr-03 17:16:00.0000,2461134.219444444,-84698.94491628066,-145378.4431693327,-13984.27540468628
2026-Apr-03 17:17:00.0000,2461134.220138889,-84727.34674906886,-145477.7833699509,-13993.30670874545
2026-Apr-03 17:18:00.0000,2461134.220833333,-84755.72355647263,-145577.0802682544,-14002.33385264743
2026-Apr-03 17:19:00.0000,2461134.221527778,-84784.0753751806,-145676.3339119062,-14011.35684113866
2026-Apr-03 17:20:00.0000,2461134.222222222,-84812.4022417915,-145775.5443484686,-14020.37567895513
2026-Apr-03 17:21:00.0000,2461134.222916667,-84840.70419281443,-145874.7116254032,-14029.39037082272
2026-Apr-03 17:22:00.0000,2461134.223611111,-84868.98126466922,-145973.8357900715,-14038.40092145719
2026-Apr-03 17:23:00.0000,2461134.224305556,-84897.23349368668,-146072.9168897349,-14047.40733556402
2026-Apr-03 17:24:00.0000,2461134.225,-84925.46091610883,-146171.9549715553,-14056.40961783861
2026-Apr-03 17:25:00.0000,2461134.225694444,-84953.66356808944,-146270.9500825953,-14065.40777296622
2026-Apr-03 17:26:00.0000,2461134.226388889,-84981.84148569408,-146369.9022698181,-14074.40180562212
2026-Apr-03 17:27:00.0000,2461134.227083333,-85009.99470490056,-146468.8115800887,-14083.3917204715
2026-Apr-03 17:28:00.0000,2461134.227777778,-85038.12326159925,-146567.6780601733,-14092.37752216957
2026-Apr-03 17:29:00.0000,2461134.228472222,-85066.2271915932,-146666.50175674,-14101.35921536152
2026-Apr-03 17:30:00.0000,2461134.229166667,-85094.3065305987,-146765.2827163592,-14110.33680468262
2026-Apr-03 17:31:00.0000,2461134.229861111,-85122.36131424531,-146864.0209855037,-14119.3102947582
2026-Apr-03 17:32:00.0000,2461134.230555556,-85150.39157807642,-146962.7166105489,-14128.27969020382
2026-Apr-03 17:33:00.0000,2461134.23125,-85178.39735754934,-147061.3696377735,-14137.24499562513
2026-Apr-03 17:34:00.0000,2461134.231944445,-85206.37868803562,-147159.9801133592,-14146.20621561779
2026-Apr-03 17:35:00.0000,2461134.232638889,-85234.3356048215,-147258.5480833918,-14155.16335476796
2026-Apr-03 17:36:00.0000,2461134.233333333,-85262.1661085114,-147357.0958660729,-14164.20101459938
2026-Apr-03 17:37:00.0000,2461134.234027778,-85290.07449445454,-147455.5795082533,-14173.14990373642
2026-Apr-03 17:38:00.0000,2461134.234722222,-85317.9578233918,-147554.0181319577,-14182.09448489785
2026-Apr-03 17:39:00.0000,2461134.235416667,-85345.81714252346,-147652.415366835,-14191.03508823337
2026-Apr-03 17:40:00.0000,2461134.236111111,-85373.65245087248,-147750.7711314636,-14199.97170674045
2026-Apr-03 17:41:00.0000,2461134.236805555,-85401.46353565542,-147849.0845947874,-14208.90426531095
2026-Apr-03 17:42:00.0000,2461134.2375,-85429.25040445848,-147947.3557063189,-14217.83275974972
2026-Apr-03 17:43:00.0000,2461134.238194444,-85457.01315498918,-148045.5847348442,-14226.7572148668
2026-Apr-03 17:44:00.0000,2461134.238888889,-85484.75183246484,-148143.7717634012,-14235.67763859633
2026-Apr-03 17:45:00.0000,2461134.239583333,-85512.46644033772,-148241.9167273135,-14244.59402545197
2026-Apr-03 17:46:00.0000,2461134.240277778,-85540.1570009577,-148340.0196290849,-14253.50637604928
2026-Apr-03 17:47:00.0000,2461134.240972222,-85567.82356614197,-148438.0805758212,-14262.41470050548
2026-Apr-03 17:48:00.0000,2461134.241666667,-85595.46618282763,-148536.0996575083,-14271.31900738186
2026-Apr-03 17:49:00.0000,2461134.242361111,-85623.0848726202,-148634.076874528,-14280.21929709841
2026-Apr-03 17:50:00.0000,2461134.243055556,-85650.67965241824,-148732.0122107629,-14289.11556857567
2026-Apr-03 17:51:00.0000,2461134.24375,-85678.25056271024,-148829.9057338629,-14298.00782834306
2026-Apr-03 17:52:00.0000,2461134.244444444,-85705.79766790663,-148927.757596878,-14306.89609068504
2026-Apr-03 17:53:00.0000,2461134.245138889,-85733.32099579365,-149025.5678229467,-14315.78035808489
2026-Apr-03 17:54:00.0000,2461134.245833333,-85760.82049955775,-149123.3361698722,-14324.66060892621
2026-Apr-03 17:55:00.0000,2461134.246527778,-85788.2961534813,-149221.0624704845,-14333.53682840694
2026-Apr-03 17:56:00.0000,2461134.247222222,-85815.74810531276,-149318.747175055,-14342.40905780347
2026-Apr-03 17:57:00.0000,2461134.247916667,-85843.1765167942,-149416.3907840393,-14351.27734294822
2026-Apr-03 17:58:00.0000,2461134.248611111,-85870.58138276813,-149513.9932044372,-14360.14167577062
2026-Apr-03 17:59:00.0000,2461134.249305556,-85897.96264755307,-149611.5541635035,-14369.00203187469
2026-Apr-03 18:00:00.0000,2461134.25,-85925.3203296069,-149709.0736522874,-14377.85841082357
2026-Apr-03 18:01:00.0000,2461134.250694444,-85952.65449193618,-149806.5518206696,-14386.71082660486
2026-Apr-03 18:02:00.0000,2461134.251388889,-85979.96517819783,-149903.9887500447,-14395.55928698402
2026-Apr-03 18:03:00.0000,2461134.252083333,-86007.2524065793,-150001.3844310396,-14404.40379148323
2026-Apr-03 18:04:00.0000,2461134.252777778,-86034.51619504602,-150098.7388536593,-14413.24433956718
2026-Apr-03 18:05:00.0000,2461134.253472222,-86061.75659182148,-150196.0521161508,-14422.08094052909
2026-Apr-03 18:06:00.0000,2461134.254166667,-86088.97364091128,-150293.3243018274,-14430.91360230529
2026-Apr-03 18:07:00.0000,2461134.254861111,-86116.16735773133,-150390.5553920475,-14439.74232357306
2026-Apr-03 18:08:00.0000,2461134.255555556,-86143.33776599937,-150487.7453980955,-14448.56710572597
2026-Apr-03 18:09:00.0000,2461134.25625,-86170.48492033593,-150584.8944418981,-14457.38796020314
2026-Apr-03 18:10:00.0000,2461134.256944444,-86197.6088538295,-150682.002568512,-14466.20489146338
2026-Apr-03 18:11:00.0000,2461134.257638889,-86224.70957976434,-150779.0697523447,-14475.01789754957
2026-Apr-03 18:12:00.0000,2461134.258333333,-86251.78712600128,-150876.09602016,-14483.82698125741
2026-Apr-03 18:13:00.0000,2461134.259027778,-86278.84153930495,-150973.0814665449,-14492.63215153987
2026-Apr-03 18:14:00.0000,2461134.259722222,-86305.87285594923,-151070.0261487326,-14501.43341395744
2026-Apr-03 18:15:00.0000,2461134.260416667,-86332.88110342961,-151166.9300927256,-14510.23077123398
2026-Apr-03 18:16:00.0000,2461134.261111111,-86359.8663112646,-151263.7933319473,-14519.02422676634
2026-Apr-03 18:17:00.0000,2461134.261805556,-86386.82851395829,-151360.6159178419,-14527.81378558656
2026-Apr-03 18:18:00.0000,2461134.2625,-86413.76774380701,-151457.3978941337,-14536.599452025
2026-Apr-03 18:19:00.0000,2461134.263194445,-86440.684032198,-151554.1393014731,-14545.3812301319
2026-Apr-03 18:20:00.0000,2461134.263888889,-86467.5774106067,-151650.8401810044,-14554.15912400154
2026-Apr-03 18:21:00.0000,2461134.264583333,-86494.44791091359,-151747.5005755009,-14562.93313787509
2026-Apr-03 18:22:00.0000,2461134.265277778,-86521.29556470635,-151844.1205268643,-14571.70327591391
2026-Apr-03 18:23:00.0000,2461134.265972222,-86548.1204034804,-151940.7000768437,-14580.46954226448
2026-Apr-03 18:24:00.0000,2461134.266666667,-86574.92245866149,-152037.2392671157,-14589.23194106594
2026-Apr-03 18:25:00.0000,2461134.267361111,-86601.7017616141,-152133.7381393125,-14597.9904764523
2026-Apr-03 18:26:00.0000,2461134.268055555,-86628.45834362529,-152230.1967349651,-14606.74515254774
2026-Apr-03 18:27:00.0000,2461134.26875,-86655.19223591012,-152326.6150955216,-14615.49597346793
2026-Apr-03 18:28:00.0000,2461134.269444444,-86681.90346961227,-152422.9932623482,-14624.24294332025
2026-Apr-03 18:29:00.0000,2461134.270138889,-86708.59207580381,-152519.3312767282,-14632.9860662037
2026-Apr-03 18:30:00.0000,2461134.270833333,-86735.25808548564,-152615.6291798631,-14641.72534620915
2026-Apr-03 18:31:00.0000,2461134.271527778,-86761.90152958765,-152711.8870128731,-14650.46078741886
2026-Apr-03 18:32:00.0000,2461134.272222222,-86788.52243896906,-152808.1048167963,-14659.19239390721
2026-Apr-03 18:33:00.0000,2461134.272916667,-86815.12084441849,-152904.2826325899,-14667.92016973997
2026-Apr-03 18:34:00.0000,2461134.273611111,-86841.69677665432,-153000.4205011297,-14676.64411897511
2026-Apr-03 18:35:00.0000,2461134.274305556,-86868.2502663249,-153096.5184632111,-14685.36424566203
2026-Apr-03 18:36:00.0000,2461134.275,-86894.78134400859,-153192.5765595486,-14694.08055384236
2026-Apr-03 18:37:00.0000,2461134.275694444,-86921.29004021436,-153288.5948307764,-14702.79304754924
2026-Apr-03 18:38:00.0000,2461134.276388889,-86947.77638538157,-153384.5733174488,-14711.50173080784
2026-Apr-03 18:39:00.0000,2461134.277083333,-86974.2404098805,-153480.5120600397,-14720.20660763537
2026-Apr-03 18:40:00.0000,2461134.277777778,-87000.68214401256,-153576.4110989438,-14728.90768204071
2026-Apr-03 18:41:00.0000,2461134.278472222,-87027.1016180103,-153672.2704744763,-14737.60495802494
2026-Apr-03 18:42:00.0000,2461134.279166667,-87053.49886203784,-153768.0902268728,-14746.29843958104
2026-Apr-03 18:43:00.0000,2461134.279861111,-87079.87390619089,-153863.8703962902,-14754.98813069393
2026-Apr-03 18:44:00.0000,2461134.280555556,-87106.22678049725,-153959.6110228068,-14763.67403534063
2026-Apr-03 18:45:00.0000,2461134.28125,-87132.55751491679,-154055.3121464218,-14772.35615749021
2026-Apr-03 18:46:00.0000,2461134.281944444,-87158.86613934171,-154150.9738070566,-14781.03450110373
2026-Apr-03 18:47:00.0000,2461134.282638889,-87185.15268359674,-154246.5960445542,-14789.7090701345
2026-Apr-03 18:48:00.0000,2461134.283333333,-87211.41717743952,-154342.1788986797,-14798.37986852785
2026-Apr-03 18:49:00.0000,2461134.284027778,-87237.65965056061,-154437.7224091208,-14807.04690022126
2026-Apr-03 18:50:00.0000,2461134.284722222,-87263.88013258377,-154533.2266154875,-14815.71016914432
2026-Apr-03 18:51:00.0000,2461134.285416667,-87290.07865306623,-154628.6915573124,-14824.369679219
2026-Apr-03 18:52:00.0000,2461134.286111111,-87316.25524149889,-154724.1172740517,-14833.02543435925
2026-Apr-03 18:53:00.0000,2461134.286805556,-87342.40992730632,-154819.5038050841,-14841.67743847144
2026-Apr-03 18:54:00.0000,2461134.2875,-87368.54273984727,-154914.8511897121,-14850.32569545396
2026-Apr-03 18:55:00.0000,2461134.288194444,-87394.65370841486,-155010.1594671619,-14858.97020919778
2026-Apr-03 18:56:00.0000,2461134.288888889,-87420.74286223638,-155105.4286765831,-14867.61098358594
2026-Apr-03 18:57:00.0000,2461134.289583333,-87446.8102304741,-155200.6588570499,-14876.24802249383
2026-Apr-03 18:58:00.0000,2461134.290277778,-87472.85584222493,-155295.8500475604,-14884.88132978936
2026-Apr-03 18:59:00.0000,2461134.290972222,-87498.87972652096,-155391.0022870373,-14893.51090933254
2026-Apr-03 19:00:00.0000,2461134.291666667,-87524.88191232969,-155486.1156143281,-14902.13676497596
2026-Apr-03 19:01:00.0000,2461134.292361111,-87550.86242855387,-155581.1900682049,-14910.75890056457
2026-Apr-03 19:02:00.0000,2461134.293055556,-87576.8213040321,-155676.2256873652,-14919.37731993569
2026-Apr-03 19:03:00.0000,2461134.29375,-87602.75856753884,-155771.2225104317,-14927.99202691914
2026-Apr-03 19:04:00.0000,2461134.294444445,-87628.6742477846,-155866.1805759527,-14936.60302533724
2026-Apr-03 19:05:00.0000,2461134.295138889,-87654.56837341626,-155961.0999224022,-14945.21031900479
2026-Apr-03 19:06:00.0000,2461134.295833333,-87680.44097301712,-156055.98058818,-14953.813911729
2026-Apr-03 19:07:00.0000,2461134.296527778,-87706.29207510725,-156150.8226116121,-14962.41380730977
2026-Apr-03 19:08:00.0000,2461134.297222222,-87732.12170814353,-156245.6260309511,-14971.01000953947
2026-Apr-03 19:09:00.0000,2461134.297916667,-87757.92990051994,-156340.3908843759,-14979.60252220303
2026-Apr-03 19:10:00.0000,2461134.298611111,-87783.71668056778,-156435.1172099922,-14988.19134907807
2026-Apr-03 19:11:00.0000,2461134.299305555,-87809.4820765558,-156529.8050458329,-14996.77649393483
2026-Apr-03 19:12:00.0000,2461134.3,-87835.2261166904,-156624.4544298574,-15005.35796053602
2026-Apr-03 19:13:00.0000,2461134.300694444,-87860.94882911592,-156719.0653999532,-15013.93575263717
2026-Apr-03 19:14:00.0000,2461134.301388889,-87886.65024191457,-156813.6379939351,-15022.50987398648
2026-Apr-03 19:15:00.0000,2461134.302083333,-87912.33038310707,-156908.1722495455,-15031.08032832478
2026-Apr-03 19:16:00.0000,2461134.302777778,-87937.98928065243,-157002.6682044551,-15039.64711938566
2026-Apr-03 19:17:00.0000,2461134.303472222,-87963.62696244818,-157097.1258962623,-15048.21025089548
2026-Apr-03 19:18:00.0000,2461134.304166667,-87989.24345633094,-157191.5453624942,-15056.7697265734
2026-Apr-03 19:19:00.0000,2461134.304861111,-88014.8387900761,-157285.9266406065,-15065.32555013127
2026-Apr-03 19:20:00.0000,2461134.305555556,-88040.41299139839,-157380.2697679835,-15073.87772527371
2026-Apr-03 19:21:00.0000,2461134.30625,-88065.96608795186,-157474.5747819383,-15082.4262556983
2026-Apr-03 19:22:00.0000,2461134.306944444,-88091.49810733012,-157568.8417197134,-15090.97114509542
2026-Apr-03 19:23:00.0000,2461134.307638889,-88117.00907706656,-157663.0706184806,-15099.51239714824
2026-Apr-03 19:24:00.0000,2461134.308333333,-88142.49902463448,-157757.2615153411,-15108.05001553293
2026-Apr-03 19:25:00.0000,2461134.309027778,-88167.96797744738,-157851.4144473259,-15116.58400391845
2026-Apr-03 19:26:00.0000,2461134.309722222,-88193.41596285901,-157945.5294513959,-15125.11436596677
2026-Apr-03 19:27:00.0000,2461134.310416667,-88218.84300816365,-158039.6065644421,-15133.6411053327
2026-Apr-03 19:28:00.0000,2461134.311111111,-88244.24914059618,-158133.6458232859,-15142.16422566419
2026-Apr-03 19:29:00.0000,2461134.311805556,-88269.63438733238,-158227.647264679,-15150.68373060197
2026-Apr-03 19:30:00.0000,2461134.3125,-88294.99877548909,-158321.6109253038,-15159.19962377998
2026-Apr-03 19:31:00.0000,2461134.313194444,-88320.34233212446,-158415.5368417737,-15167.71190882497
2026-Apr-03 19:32:00.0000,2461134.313888889,-88345.66508423771,-158509.4250506331,-15176.22058935684
2026-Apr-03 19:33:00.0000,2461134.314583333,-88370.96705877007,-158603.2755883576,-15184.72566898853
2026-Apr-03 19:34:00.0000,2461134.315277778,-88396.24828260417,-158697.0884913541,-15193.22715132617
2026-Apr-03 19:35:00.0000,2461134.315972222,-88421.50878256474,-158790.8637959615,-15201.72503996881
2026-Apr-03 19:36:00.0000,2461134.316666667,-88446.74858541865,-158884.60153845,-15210.21933850868
2026-Apr-03 19:37:00.0000,2461134.317361111,-88471.96771787494,-158978.3017550221,-15218.71005053114
2026-Apr-03 19:38:00.0000,2461134.318055556,-88497.1662065851,-159071.9644818124,-15227.19717961481
2026-Apr-03 19:39:00.0000,2461134.31875,-88522.34407814342,-159165.5897548877,-15235.68072933139
2026-Apr-03 19:40:00.0000,2461134.319444444,-88547.50135908688,-159259.1776102477,-15244.16070324568
2026-Apr-03 19:41:00.0000,2461134.320138889,-88572.63807589539,-159352.7280838244,-15252.63710491595
2026-Apr-03 19:42:00.0000,2461134.320833333,-88597.75425499216,-159446.2412114827,-15261.10993789345
2026-Apr-03 19:43:00.0000,2461134.321527778,-88622.84992274358,-159539.7170290211,-15269.57920572276
2026-Apr-03 19:44:00.0000,2461134.322222222,-88647.9251054596,-159633.1555721707,-15278.04491194178
2026-Apr-03 19:45:00.0000,2461134.322916667,-88672.97982939391,-159726.5568765964,-15286.50706008163
2026-Apr-03 19:46:00.0000,2461134.323611111,-88698.01412074392,-159819.9209778967,-15294.96565366677
2026-Apr-03 19:47:00.0000,2461134.324305556,-88723.02800565105,-159913.2479116037,-15303.42069621503
2026-Apr-03 19:48:00.0000,2461134.325,-88748.02151020101,-160006.5377131836,-15311.8721912375
2026-Apr-03 19:49:00.0000,2461134.325694445,-88772.99466042382,-160099.7904180367,-15320.32014223858
2026-Apr-03 19:50:00.0000,2461134.326388889,-88797.94748229385,-160193.0060614979,-15328.76455271616
2026-Apr-03 19:51:00.0000,2461134.327083333,-88822.88000173036,-160286.184678836,-15337.2054261615
2026-Apr-03 19:52:00.0000,2461134.327777778,-88847.79224459738,-160379.326305255,-15345.64276605926
2026-Apr-03 19:53:00.0000,2461134.328472222,-88872.68423670388,-160472.4309758935,-15354.07657588754
2026-Apr-03 19:54:00.0000,2461134.329166667,-88897.55600380409,-160565.4987258253,-15362.50685911784
2026-Apr-03 19:55:00.0000,2461134.329861111,-88922.40757159753,-160658.529590059,-15370.93361921519
2026-Apr-03 19:56:00.0000,2461134.330555555,-88947.23896572931,-160751.5236035391,-15379.3568596381
2026-Apr-03 19:57:00.0000,2461134.33125,-88972.05021179006,-160844.4808011453,-15387.77658383849
2026-Apr-03 19:58:00.0000,2461134.331944444,-88996.84133531638,-160937.4012176931,-15396.19279526192
2026-Apr-03 19:59:00.0000,2461134.332638889,-89021.61236179067,-161030.2848879337,-15404.60549734742
2026-Apr-03 20:00:00.0000,2461134.333333333,-89046.36331664179,-161123.1318465547,-15413.01469352764
2026-Apr-03 20:01:00.0000,2461134.334027778,-89071.09422524454,-161215.9421281797,-15421.42038722873
2026-Apr-03 20:02:00.0000,2461134.334722222,-89095.80511292053,-161308.7157673686,-15429.82258187037
2026-Apr-03 20:03:00.0000,2461134.335416667,-89120.49600493771,-161401.452798618,-15438.22128086604
2026-Apr-03 20:04:00.0000,2461134.336111111,-89145.16692651102,-161494.1532563614,-15446.61648762268
2026-Apr-03 20:05:00.0000,2461134.336805556,-89169.81790280227,-161586.8171749688,-15455.00820554095
2026-Apr-03 20:06:00.0000,2461134.3375,-89194.4489589204,-161679.4445887475,-15463.3964380152
2026-Apr-03 20:07:00.0000,2461134.338194444,-89219.06011992157,-161772.0355319419,-15471.78118843321
2026-Apr-03 20:08:00.0000,2461134.338888889,-89243.65141080934,-161864.590038734,-15480.1624601768
2026-Apr-03 20:09:00.0000,2461134.339583333,-89268.22285653495,-161957.1081432432,-15488.54025662128
2026-Apr-03 20:10:00.0000,2461134.340277778,-89292.77448199724,-162049.5898795266,-15496.9145811358
