utc,jdut,x_km,y_km,z_km
2026-Apr-07 00:08:00.0000,2461137.505555556,-133202.5466028647,-388845.2006763291,-36691.61067422837
2026-Apr-07 00:09:00.0000,2461137.50625,-133216.8095922515,-388824.8423765182,-36694.29981066141
2026-Apr-07 00:10:00.0000,2461137.506944444,-133230.9121830352,-388804.3611196959,-36696.98051926523
2026-Apr-07 00:11:00.0000,2461137.507638889,-133244.8546199284,-388783.7588989426,-36699.65281875344
2026-Apr-07 00:12:00.0000,2461137.508333333,-133258.6371678161,-388763.0376965795,-36702.31673120032
2026-Apr-07 00:13:00.0000,2461137.509027778,-133272.2601266636,-388742.1994645497,-36704.97227684577
2026-Apr-07 00:14:00.0000,2461137.509722222,-133285.7238239614,-388721.2461324346,-36707.61947633745
2026-Apr-07 00:15:00.0000,2461137.510416667,-133299.0286067333,-388700.1796155832,-36710.25835275816
2026-Apr-07 00:16:00.0000,2461137.511111111,-133312.1748456855,-388679.0018090374,-36712.88893019129
2026-Apr-07 00:17:00.0000,2461137.511805556,-133325.1629341103,-388657.7145873369,-36715.51123370734
2026-Apr-07 00:18:00.0000,2461137.5125,-133337.9932875583,-388636.3198041074,-36718.12528934411
2026-Apr-07 00:19:00.0000,2461137.513194445,-133350.6663426651,-388614.8192921732,-36720.73112408537
2026-Apr-07 00:20:00.0000,2461137.513888889,-133363.1825565065,-388593.2148631279,-36723.3287657442
2026-Apr-07 00:21:00.0000,2461137.514583333,-133375.5424059672,-388571.5083070483,-36725.91824292729
2026-Apr-07 00:22:00.0000,2461137.515277778,-133387.7463867117,-388549.7013925614,-36728.49958503013
2026-Apr-07 00:23:00.0000,2461137.515972222,-133399.7950126569,-388527.7958666076,-36731.07282225619
2026-Apr-07 00:24:00.0000,2461137.516666667,-133411.6888154661,-388505.7934543027,-36733.63798555933
2026-Apr-07 00:25:00.0000,2461137.517361111,-133423.4283436767,-388483.6958588954,-36736.19510634875
2026-Apr-07 00:26:00.0000,2461137.518055555,-133435.0141617427,-388461.5047618016,-36738.74421670302
2026-Apr-07 00:27:00.0000,2461137.51875,-133446.4468429858,-388439.221830868,-36741.28535228918
2026-Apr-07 00:28:00.0000,2461137.519444444,-133457.7269847511,-388416.8487004576,-36743.81854532287
2026-Apr-07 00:29:00.0000,2461137.520138889,-133468.8552004955,-388394.3869805929,-36746.34382657538
2026-Apr-07 00:30:00.0000,2461137.520833333,-133479.8321137688,-388371.8382645271,-36748.86122835637
2026-Apr-07 00:31:00.0000,2461137.521527778,-133490.6583617812,-388349.2041236314,-36751.37078367677
2026-Apr-07 00:32:00.0000,2461137.522222222,-133501.3345952079,-388326.4861071271,-36753.87252717462
2026-Apr-07 00:33:00.0000,2461137.522916667,-133511.8614755996,-388303.6857423583,-36756.36649506152
2026-Apr-07 00:34:00.0000,2461137.523611111,-133522.2396740824,-388280.8045348838,-36758.85272404287
2026-Apr-07 00:35:00.0000,2461137.524305556,-133532.4698718561,-388257.8439683375,-36761.33125108588
2026-Apr-07 00:36:00.0000,2461137.525,-133542.5527602876,-388234.8055044367,-36763.80211349533
2026-Apr-07 00:37:00.0000,2461137.525694444,-133552.4890398392,-388211.6905834138,-36766.26534876728
2026-Apr-07 00:38:00.0000,2461137.526388889,-133562.2794201132,-388188.5006237752,-36768.72099462419
2026-Apr-07 00:39:00.0000,2461137.527083333,-133571.9246193318,-388165.2370225335,-36771.16908905003
2026-Apr-07 00:40:00.0000,2461137.527777778,-133581.4253632532,-388141.9011555624,-36773.60967025696
2026-Apr-07 00:41:00.0000,2461137.528472222,-133590.7823853664,-388118.4943773065,-36776.04277672226
2026-Apr-07 00:42:00.0000,2461137.529166667,-133599.9964284357,-388095.0180307875,-36778.46844159966
2026-Apr-07 00:43:00.0000,2461137.529861111,-133609.068238541,-388071.4734253772,-36780.88670584778
2026-Apr-07 00:44:00.0000,2461137.530555556,-133617.9985664496,-388047.8618471822,-36783.29761241685
2026-Apr-07 00:45:00.0000,2461137.53125,-133626.7881704464,-388024.1845677959,-36785.70120080162
2026-Apr-07 00:46:00.0000,2461137.531944444,-133635.4378141075,-388000.4428383257,-36788.09751069025
2026-Apr-07 00:47:00.0000,2461137.532638889,-133643.9482654843,-387976.6378898609,-36790.48658189745
2026-Apr-07 00:48:00.0000,2461137.533333333,-133652.3202971377,-387952.7709333317,-36792.86845431369
2026-Apr-07 00:49:00.0000,2461137.534027778,-133660.5546854079,-387928.8431599935,-36795.24316781896
2026-Apr-07 00:50:00.0000,2461137.534722222,-133668.6522102832,-387904.8557413854,-36797.61076239828
2026-Apr-07 00:51:00.0000,2461137.535416667,-133676.6136547914,-387880.8098297303,-36799.97127815947
2026-Apr-07 00:52:00.0000,2461137.536111111,-133684.4398049898,-387856.7065579502,-36802.32475530362
2026-Apr-07 00:53:00.0000,2461137.536805556,-133692.1314493813,-387832.5470400124,-36804.67123407003
2026-Apr-07 00:54:00.0000,2461137.5375,-133699.6893786783,-387808.3323711272,-36807.01075465881
2026-Apr-07 00:55:00.0000,2461137.538194444,-133707.1143853938,-387784.0636279247,-36809.34335729919
2026-Apr-07 00:56:00.0000,2461137.538888889,-133714.4072637653,-387759.7418685159,-36811.66908225033
2026-Apr-07 00:57:00.0000,2461137.539583333,-133721.5688119078,-387735.3681424124,-36813.98796409246
2026-Apr-07 00:58:00.0000,2461137.540277778,-133728.599825349,-387710.943468448,-36816.30004498776
2026-Apr-07 00:59:00.0000,2461137.540972222,-133735.5010988364,-387686.4688452368,-36818.60536881746
2026-Apr-07 01:00:00.0000,2461137.541666667,-133742.2734298644,-387661.9452597979,-36820.90397575469
2026-Apr-07 01:01:00.0000,2461137.542361111,-133748.9176159713,-387637.3736819451,-36823.19590593033
2026-Apr-07 01:02:00.0000,2461137.543055556,-133755.4344544536,-387612.7550645748,-36825.48119939599
2026-Apr-07 01:03:00.0000,2461137.54375,-133761.8247426318,-387588.0903435396,-36827.75989612064
2026-Apr-07 01:04:00.0000,2461137.544444445,-133768.0892770255,-387563.38043835,-36830.03203586579
2026-Apr-07 01:05:00.0000,2461137.545138889,-133774.228853473,-387538.6262520666,-36832.29765834144
2026-Apr-07 01:06:00.0000,2461137.545833333,-133780.24426641,-387513.8286718849,-36834.55680318971
2026-Apr-07 01:07:00.0000,2461137.546527778,-133786.1363095608,-387488.9885687754,-36836.80950995738
2026-Apr-07 01:08:00.0000,2461137.547222222,-133791.9057747066,-387464.1067984496,-36839.05581805183
2026-Apr-07 01:09:00.0000,2461137.547916667,-133797.5534525824,-387439.1842009366,-36841.29576669866
2026-Apr-07 01:10:00.0000,2461137.548611111,-133803.0801317769,-387414.2216012893,-36843.52939501821
2026-Apr-07 01:11:00.0000,2461137.549305555,-133808.4865991838,-387389.2198093557,-36845.75674202997
2026-Apr-07 01:12:00.0000,2461137.55,-133813.773643266,-387364.1796294714,-36847.97784133561
2026-Apr-07 01:13:00.0000,2461137.550694444,-133818.9420449877,-387339.1018392727,-36850.19273340353
2026-Apr-07 01:14:00.0000,2461137.551388889,-133823.9925820254,-387313.9871989355,-36852.40146009927
2026-Apr-07 01:15:00.0000,2461137.552083333,-133828.9260317999,-387288.8364607709,-36854.60405973103
2026-Apr-07 01:16:00.0000,2461137.552777778,-133833.743169218,-387263.6503631262,-36856.80057051292
2026-Apr-07 01:17:00.0000,2461137.553472222,-133838.4447665165,-387238.4296305569,-36858.99103044512
2026-Apr-07 01:18:00.0000,2461137.554166667,-133843.0315925546,-387213.1749744468,-36861.17547727079
2026-Apr-07 01:19:00.0000,2461137.554861111,-133847.5044134549,-387187.8870924435,-36863.35394836651
2026-Apr-07 01:20:00.0000,2461137.555555556,-133851.8639917375,-387162.5666696093,-36865.52648096948
2026-Apr-07 01:21:00.0000,2461137.55625,-133856.1110872084,-387137.2143779341,-36867.69311223362
2026-Apr-07 01:22:00.0000,2461137.556944444,-133860.2464555773,-387111.830877354,-36869.85387910614
2026-Apr-07 01:23:00.0000,2461137.557638889,-133864.2708494502,-387086.4168151752,-36872.00881837143
2026-Apr-07 01:24:00.0000,2461137.558333333,-133868.1850179561,-387060.9728263428,-36874.15796644817
2026-Apr-07 01:25:00.0000,2461137.559027778,-133871.9897062184,-387035.4995341477,-36876.30135961637
2026-Apr-07 01:26:00.0000,2461137.559722222,-133875.6856560278,-387009.9975498664,-36878.43903403892
2026-Apr-07 01:27:00.0000,2461137.560416667,-133879.2736095217,-386984.467482153,-36880.57102014453
2026-Apr-07 01:28:00.0000,2461137.561111111,-133882.7542991008,-386958.9099164564,-36882.69735550243
2026-Apr-07 01:29:00.0000,2461137.561805556,-133886.1284516987,-386933.325424391,-36884.81807899469
2026-Apr-07 01:30:00.0000,2461137.5625,-133889.396793123,-386907.7145723436,-36886.93322576277
2026-Apr-07 01:31:00.0000,2461137.563194444,-133892.5600452868,-386882.0779157692,-36889.04283086513
2026-Apr-07 01:32:00.0000,2461137.563888889,-133895.6189258127,-386856.415999642,-36891.14692915187
2026-Apr-07 01:33:00.0000,2461137.564583333,-133898.5741483628,-386830.7293583085,-36893.24555524546
2026-Apr-07 01:34:00.0000,2461137.565277778,-133901.4264220999,-386805.01851621,-36895.33874327037
2026-Apr-07 01:35:00.0000,2461137.565972222,-133904.1764522642,-386779.2839873174,-36897.42652721863
2026-Apr-07 01:36:00.0000,2461137.566666667,-133906.8249392739,-386753.5262759569,-36899.50894092885
2026-Apr-07 01:37:00.0000,2461137.567361111,-133909.3725793028,-386727.7458766336,-36901.58601800003
2026-Apr-07 01:38:00.0000,2461137.568055556,-133911.82006428,-386701.9432741714,-36903.65779177553
2026-Apr-07 01:39:00.0000,2461137.56875,-133914.1680817601,-386676.1189442567,-36905.72429507639
2026-Apr-07 01:40:00.0000,2461137.569444444,-133916.4173145821,-386650.2733534302,-36907.78556063664
2026-Apr-07 01:41:00.0000,2461137.570138889,-133918.5684411354,-386624.4069590936,-36909.8416211328
2026-Apr-07 01:42:00.0000,2461137.570833333,-133920.6221402696,-386598.5202179039,-36911.89250334084
2026-Apr-07 01:43:00.0000,2461137.571527778,-133922.5790796654,-386572.6135668312,-36913.93824141804
2026-Apr-07 01:44:00.0000,2461137.572222222,-133924.4399211642,-386546.6874320448,-36915.9788709484
2026-Apr-07 01:45:00.0000,2461137.572916667,-133926.2053251775,-386520.7422364748,-36918.01442357787
2026-Apr-07 01:46:00.0000,2461137.573611111,-133927.8759483745,-386494.7783929921,-36920.04493041855
2026-Apr-07 01:47:00.0000,2461137.574305556,-133929.4524427729,-386468.7963037749,-36922.0704222527
2026-Apr-07 01:48:00.0000,2461137.575,-133930.9354540789,-386442.7963610666,-36924.09093097135
2026-Apr-07 01:49:00.0000,2461137.575694445,-133932.3256210887,-386416.7789501456,-36926.10648958271
2026-Apr-07 01:50:00.0000,2461137.576388889,-133933.6235764651,-386390.7444519536,-36928.11713130245
2026-Apr-07 01:51:00.0000,2461137.577083333,-133934.8299498559,-386364.6932419748,-36930.12288818564
2026-Apr-07 01:52:00.0000,2461137.577777778,-133935.9453685521,-386338.6256882602,-36932.12379058154
2026-Apr-07 01:53:00.0000,2461137.578472222,-133936.9704562004,-386312.542151362,-36934.119867651
2026-Apr-07 01:54:00.0000,2461137.579166667,-133937.9058313669,-386286.442984665,-36936.11114834307
2026-Apr-07 01:55:00.0000,2461137.579861111,-133938.7521084181,-386260.328534384,-36938.09766157513
2026-Apr-07 01:56:00.0000,2461137.580555555,-133939.509897095,-386234.1991402366,-36940.07943607488
2026-Apr-07 01:57:00.0000,2461137.58125,-133940.1798029133,-386208.0551238109,-36942.05649872194
2026-Apr-07 01:58:00.0000,2461137.581944444,-133940.7624262876,-386181.8968153158,-36944.02887872054
2026-Apr-07 01:59:00.0000,2461137.582638889,-133941.2583635731,-386155.7245420116,-36945.9966057406
2026-Apr-07 02:00:00.0000,2461137.583333333,-133941.6682062065,-386129.5386173808,-36947.95970802344
2026-Apr-07 02:01:00.0000,2461137.584027778,-133941.9925404161,-386103.3393487749,-36949.9182135975
2026-Apr-07 02:02:00.0000,2461137.584722222,-133942.2319481677,-386077.1270371673,-36951.87215026823
2026-Apr-07 02:03:00.0000,2461137.585416667,-133942.3870069313,-386050.9019775327,-36953.82154556803
2026-Apr-07 02:04:00.0000,2461137.586111111,-133942.4582898603,-386024.6644595932,-36955.76642688413
2026-Apr-07 02:05:00.0000,2461137.586805556,-133942.4463652829,-385998.4147670792,-36957.70682130489
2026-Apr-07 02:06:00.0000,2461137.5875,-133942.3517970289,-385972.1531775997,-36959.64275562347
2026-Apr-07 02:07:00.0000,2461137.588194444,-133942.1751445452,-385945.8799631171,-36961.5742563894
2026-Apr-07 02:08:00.0000,2461137.588888889,-133941.9169625128,-385919.5953903784,-36963.50134990321
2026-Apr-07 02:09:00.0000,2461137.589583333,-133941.5778019259,-385893.2997210047,-36965.42406234727
2026-Apr-07 02:10:00.0000,2461137.590277778,-133941.1582088112,-385866.9932113813,-36967.3424195869
2026-Apr-07 02:11:00.0000,2461137.590972222,-133940.6587251322,-385840.6761120916,-36969.25644718905
2026-Apr-07 02:12:00.0000,2461137.591666667,-133940.0798873616,-385814.3486577158,-36971.16616929515
2026-Apr-07 02:13:00.0000,2461137.592361111,-133939.4222291594,-385788.0110925454,-36973.07161139188
2026-Apr-07 02:14:00.0000,2461137.593055556,-133938.6862800712,-385761.6636602425,-36974.9727992148
2026-Apr-07 02:15:00.0000,2461137.59375,-133937.872564948,-385735.3065918197,-36976.86975748197
2026-Apr-07 02:16:00.0000,2461137.594444444,-133936.9816037366,-385708.9401137466,-36978.76251060842
2026-Apr-07 02:17:00.0000,2461137.595138889,-133936.0139127253,-385682.5644473901,-36980.65108281604
2026-Apr-07 02:18:00.0000,2461137.595833333,-133934.9700034672,-385656.1798099939,-36982.53549811352
2026-Apr-07 02:19:00.0000,2461137.596527778,-133933.8503838392,-385629.7864146838,-36984.4157804859
2026-Apr-07 02:20:00.0000,2461137.597222222,-133932.6555572512,-385603.384470063,-36986.29195364154
2026-Apr-07 02:21:00.0000,2461137.597916667,-133931.3860229522,-385576.9741800554,-36988.16404098988
2026-Apr-07 02:22:00.0000,2461137.598611111,-133930.0422758118,-385550.5557445938,-36990.03206571302
2026-Apr-07 02:23:00.0000,2461137.599305556,-133928.6248068994,-385524.1293592706,-36991.89605083922
2026-Apr-07 02:24:00.0000,2461137.6,-133927.1341032358,-385497.6952166014,-36993.75601944368
2026-Apr-07 02:25:00.0000,2461137.600694444,-133925.5706476035,-385471.2535046763,-36995.61199436345
2026-Apr-07 02:26:00.0000,2461137.601388889,-133923.934918691,-385444.8044071309,-36997.46399815963
2026-Apr-07 02:27:00.0000,2461137.602083333,-133922.2273900591,-385418.34809306,-36999.31205123721
2026-Apr-07 02:28:00.0000,2461137.602777778,-133920.4485325236,-385391.8847424685,-37001.15617641038
2026-Apr-07 02:29:00.0000,2461137.603472222,-133918.5988136778,-385365.4145358306,-37002.99639704611
2026-Apr-07 02:30:00.0000,2461137.604166667,-133916.6786961033,-385338.9376421982,-37004.83273571945
2026-Apr-07 02:31:00.0000,2461137.604861111,-133914.688635279,-385312.4542188678,-37006.66522856607
2026-Apr-07 02:32:00.0000,2461137.605555556,-133912.6290844962,-385285.964424083,-37008.49390384863
2026-Apr-07 02:33:00.0000,2461137.60625,-133910.5004954593,-385259.4684161954,-37010.3187827298
2026-Apr-07 02:34:00.0000,2461137.606944445,-133908.3033158843,-385232.9663510791,-37012.13988635709
2026-Apr-07 02:35:00.0000,2461137.607638889,-133906.03798968,-385206.4583810255,-37013.95723563389
2026-Apr-07 02:36:00.0000,2461137.608333333,-133903.70495701,-385179.9446547001,-37015.77085114879
2026-Apr-07 02:37:00.0000,2461137.609027778,-133901.3046541876,-385153.4253177189,-37017.58075332522
2026-Apr-07 02:38:00.0000,2461137.609722222,-133898.8375141842,-385126.9005132198,-37019.38696121512
2026-Apr-07 02:39:00.0000,2461137.610416667,-133896.3039694177,-385100.3703884635,-37021.18948034366
2026-Apr-07 02:40:00.0000,2461137.611111111,-133893.7044471697,-385073.8350833954,-37022.98832365635
2026-Apr-07 02:41:00.0000,2461137.611805555,-133891.0393692307,-385047.2947315989,-37024.78351110671
2026-Apr-07 02:42:00.0000,2461137.6125,-133888.3091536724,-385020.7494533126,-37026.57506695439
2026-Apr-07 02:43:00.0000,2461137.613194444,-133885.5142148435,-384994.1993813004,-37028.36301145185
2026-Apr-07 02:44:00.0000,2461137.613888889,-133882.6549633741,-384967.6446497481,-37030.14736312485
2026-Apr-07 02:45:00.0000,2461137.614583333,-133879.7318061755,-384941.0853832557,-37031.92814124693
2026-Apr-07 02:46:00.0000,2461137.615277778,-133876.7451468909,-384914.5217027261,-37033.70536432296
2026-Apr-07 02:47:00.0000,2461137.615972222,-133873.6953860917,-384887.9537254578,-37035.47905082256
2026-Apr-07 02:48:00.0000,2461137.616666667,-133870.5829209838,-384861.3815660342,-37037.24921913759
2026-Apr-07 02:49:00.0000,2461137.617361111,-133867.4081452659,-384834.8053364491,-37039.01588774961
2026-Apr-07 02:50:00.0000,2461137.618055556,-133864.1714497274,-384808.2251462701,-37040.7790749706
2026-Apr-07 02:51:00.0000,2461137.61875,-133860.8732218622,-384781.6411028161,-37042.53879886045
2026-Apr-07 02:52:00.0000,2461137.619444444,-133857.5138459015,-384755.0533109994,-37044.29507731763
2026-Apr-07 02:53:00.0000,2461137.620138889,-133854.0937028504,-384728.4618733791,-37046.04792808293
2026-Apr-07 02:54:00.0000,2461137.620833333,-133850.6131701887,-384701.866889998,-37047.79736887274
2026-Apr-07 02:55:00.0000,2461137.621527778,-133847.0726221848,-384675.2684587598,-37049.5434171294
2026-Apr-07 02:56:00.0000,2461137.622222222,-133843.4724298787,-384648.6666756335,-37051.28609004564
2026-Apr-07 02:57:00.0000,2461137.622916667,-133839.8129574741,-384622.061636932,-37053.02541479623
2026-Apr-07 02:58:00.0000,2461137.623611111,-133836.0945713879,-384595.4534332299,-37054.76140485788
2026-Apr-07 02:59:00.0000,2461137.624305556,-133832.3176358876,-384568.8421522497,-37056.49407047877
2026-Apr-07 03:00:00.0000,2461137.625,-133828.4825099227,-384542.2278812636,-37058.22342836391
2026-Apr-07 03:01:00.0000,2461137.625694444,-133824.5895490902,-384515.6107059254,-37059.94949497821
2026-Apr-07 03:02:00.0000,2461137.626388889,-133820.6391063439,-384488.9907096269,-37061.67228665849
2026-Apr-07 03:03:00.0000,2461137.627083333,-133816.6315316326,-384462.3679738652,-37063.39181960028
2026-Apr-07 03:04:00.0000,2461137.627777778,-133812.5671715768,-384435.7425785595,-37065.10810997247
2026-Apr-07 03:05:00.0000,2461137.628472222,-133808.4463700778,-384409.1146016363,-37066.82117373587
2026-Apr-07 03:06:00.0000,2461137.629166667,-133804.2694684115,-384382.4841189949,-37068.53102665005
2026-Apr-07 03:07:00.0000,2461137.629861111,-133800.0368045527,-384355.8512051094,-37070.23768431877
